Rank,CommunityID,Address,Type,Stake/Balance,Special-Interaction
62,116,pc1pxz5a6gv63g0v76p59cmz5pr6w9zjen0mjznp5h,Validator,1000,
62,116,pc1pymsr8n0zumy09t7je6pdx4pu54p5fl9upgsyg2,Validator,1000,
62,116,pc1pzr7n3grjhcg5ls7aecmsf90h3luydjawhguc9k,Validator,1000,
63,77,pc1rm26xnj7e2p3qvkx4sraun87sddnzhlgctmr0kt,Account,159.58,
63,77,pc1pw2slts6p59e0gprc9fh73tq8pl457mjvu3vduc,Validator,1000,
63,77,pc1pwvpxxerjfdz2k7r8ag5yym7jlkfhrkelfvlynr,Validator,1000,
63,77,pc1pz8u6j64fauargr0y90vflxz25lsydspwuatq0l,Validator,1000,
63,77,pc1p3640jpwq8zmjxnhvj0u2w3tx8crx675fqawggy,Validator,1000,
63,77,pc1p3lxz2ddkmjmm8ztfkp8gtz30wrxkar654ku9sc,Validator,1000,
63,77,pc1p65x88367pgye6x4ttlqvx67va9d94jccuxhg7q,Validator,1000,
63,77,pc1pcvc4tnlm3rc4gzjtk72aat03wndxu3xhmscec4,Validator,1000,
63,77,pc1phaw485ul06rj447m7l2curn4y9se4dsw8p2xsu,Validator,1000,
